,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment,city,state
2166,Hyundai Tucson New,Hyundai,2WD AT GL DIESEL ,2018,Automatic,"29,618",1st,Diesel,",55,899",283/month,Zero downpayment,Gurgaon,Haryana
2167,Hyundai Creta,Hyundai,1.4 E PLUS CRDI ,2017,,"74,110",1st,Diesel,"07,499",962/month,Zero downpayment,Gurgaon,Haryana
2168,Mercedes Benz E Class,Mercedes,E 250 CDI AVANTGARDE ,2013,Automatic,"41,294",2nd,Diesel,",34,799",141/month,Zero downpayment,Gurgaon,Haryana
2169,Mahindra Scorpio,Mahindra,SLE BS IV ,2014,Manual,"45,347",3rd,Diesel,"26,099",703/month,Zero downpayment,Gurgaon,Haryana
2170,Mahindra TUV300,Mahindra,T8 ,2017,Manual,"37,328",1st,Diesel,"68,499",870/month,Zero downpayment,Gurgaon,Haryana
2171,Toyota Innova Crysta,Toyota,Touring Sport Diesel AT ,2017,Automatic,"85,295",1st,Diesel,",71,699",737/month,Zero downpayment,Gurgaon,Haryana
2172,BMW X1,BMW,SDRIVE 20D ,2017,Automatic,"47,517",1st,Diesel,",15,799",616/month,Zero downpayment,Gurgaon,Haryana
2173,Maruti S Cross,Maruti,LPHA 1.6 ,2016,Manual,"1,17,629",1st,Diesel,"46,099",148/month,Zero downpayment,Gurgaon,Haryana
2174,Ford Endeavour,Ford,2.2l 4X4 MT Trend ,2016,Manual,"76,693",2nd,Diesel,",96,699",742/month,Zero downpayment,Gurgaon,Haryana
2175,Mahindra Scorpio,Mahindra,S10 ,2016,Manual,"46,876",1st,Diesel,",57,499",748/month,Zero downpayment,Gurgaon,Haryana
2176,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2017,Manual,"16,683",1st,Petrol,"61,299",935/month,Zero downpayment,Gurgaon,Haryana
2177,BMW 3 Series,BMW,320D ,2015,Automatic,"34,232",2nd,Diesel,",80,099",148/month,Zero downpayment,Gurgaon,Haryana
2178,Maruti New  Wagon-R,Maruti,LXI 1.0 L ,2019,Manual,"1,991",1st,Petrol,"95,699",027/month,Zero downpayment,Gurgaon,Haryana
2179,Maruti Celerio X,Maruti,ZXI OPT AMT ,2018,Automatic,"46,829",1st,Petrol,"76,599",602/month,Zero downpayment,Gurgaon,Haryana
2180,Mercedes Benz C Class,Mercedes,200 CGI AVANTGARDE ,2011,Automatic,"75,757",2nd,Petrol,"35,899",819/month,Zero downpayment,Gurgaon,Haryana
2181,Renault Kwid,Renault,RXT ,2016,Manual,"20,843",2nd,Petrol,"98,099",631/month,Zero downpayment,Gurgaon,Haryana
2182,Skoda Rapid,Skoda,CTIVE 1.0 TSI ,2020,Manual,"9,264",1st,Petrol,"13,699",100/month,Zero downpayment,Gurgaon,Haryana
2183,Ford New Figo,Ford,1.2 TREND ,2015,Manual,"54,011",2nd,Petrol,"49,699",779/month,Zero downpayment,Gurgaon,Haryana
2184,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,"34,044",1st,Petrol,"76,299",819/month,Zero downpayment,Gurgaon,Haryana
2185,Hyundai Elite i20,Hyundai,STA 1.2 ,2015,Manual,"48,727",1st,Petrol,"76,999",835/month,Zero downpayment,Gurgaon,Haryana
2186,Audi Q3,Audi,2.0 TDI MT S EDITION ,2014,Manual,"66,027",1st,Diesel,",09,799",911/month,Zero downpayment,Gurgaon,Haryana
2187,Maruti Wagon R 1.0,Maruti,LXI ,2010,Manual,"19,196",1st,Petrol,"48,799",534/month,Zero downpayment,Gurgaon,Haryana
2188,Hyundai Creta,Hyundai,1.4 S CRDI ,2016,Manual,"54,233",1st,Diesel,"09,699",011/month,Zero downpayment,Gurgaon,Haryana
2189,Hyundai Creta,Hyundai,1.6 SX CRDI ,2016,Manual,"85,035",1st,Diesel,"54,999",019/month,Zero downpayment,Gurgaon,Haryana
2190,Hyundai Creta,Hyundai,1.6 S ,2015,Manual,"84,265",2nd,Petrol,"09,499",007/month,Zero downpayment,Gurgaon,Haryana
2191,Maruti Wagon R 1.0,Maruti,VXI ,2011,Manual,"47,470",1st,Petrol,"73,299",079/month,Zero downpayment,Gurgaon,Haryana
2192,Hyundai Elite i20,Hyundai,STA 1.2 ,2014,Manual,"29,874",1st,Petrol,"70,999",702/month,Zero downpayment,Gurgaon,Haryana
2193,Hyundai GRAND I10 NIOS,Hyundai,sta Petrol ,2019,Manual,"5,906",1st,Petrol,"68,099",861/month,Zero downpayment,Gurgaon,Haryana
2194,Maruti Dzire,Maruti,VDI ,2017,Manual,"91,724",1st,Diesel,"77,899",855/month,Zero downpayment,Gurgaon,Haryana
2195,Ford Ecosport,Ford,1.5 TITANIUMTDCI OPT ,2014,Manual,"21,194",1st,Diesel,"25,099",681/month,Zero downpayment,Gurgaon,Haryana
2196,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2014,Manual,"59,650",1st,Diesel,"94,399",998/month,Zero downpayment,Gurgaon,Haryana
2197,Hyundai Creta,Hyundai,1.6 SX PLUS DIESEL ,2015,Manual,"81,173",2nd,Diesel,"44,799",568/month,Zero downpayment,Gurgaon,Haryana
2198,Hyundai Creta,Hyundai,1.6 SX CRDI ,2015,Manual,"81,207",1st,Diesel,"38,199",421/month,Zero downpayment,Gurgaon,Haryana
2199,Maruti New  Wagon-R,Maruti,VXI 1.0 ,2020,Manual,"14,609",1st,Petrol,"47,299",174/month,Zero downpayment,Gurgaon,Haryana
2200,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2012,Manual,"55,409",2nd,Petrol,"67,399",173/month,Zero downpayment,Gurgaon,Haryana
2201,Renault TRIBER,Renault,1.0 RXT ,2019,Manual,"16,337",1st,Petrol,"83,699",984/month,Zero downpayment,Gurgaon,Haryana
2202,Hyundai Creta,Hyundai,1.6 S ,2015,Manual,"29,831",1st,Petrol,"01,499",829/month,Zero downpayment,Gurgaon,Haryana
2203,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2017,Manual,"48,595",1st,Petrol,"07,599",067/month,Zero downpayment,Gurgaon,Haryana
2204,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2016,Manual,"32,766",2nd,Petrol,"46,999",168/month,Zero downpayment,Gurgaon,Haryana
2205,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2014,Manual,"59,522",2nd,Diesel,"62,699",292/month,Zero downpayment,Gurgaon,Haryana
2206,Maruti Baleno,Maruti,LPHA DDIS 190 ,2016,Manual,"71,530",1st,Diesel,"19,899",789/month,Zero downpayment,Gurgaon,Haryana
2207,MG HECTOR,MG,SHARP DCT PETROL ,2020,Automatic,"7,388",1st,Petrol,",24,799",367/month,Zero downpayment,Gurgaon,Haryana
2208,Honda Amaze,Honda,1.5 VXMT I DTEC ,2013,Manual,"1,09,366",2nd,Diesel,"87,899",404/month,Zero downpayment,Gurgaon,Haryana
2209,Maruti Dzire,Maruti,VXI ,2018,Manual,"43,181",1st,Petrol,"85,999",035/month,Zero downpayment,Gurgaon,Haryana
2210,Maruti New  Wagon-R,Maruti,LXI 1.0 L ,2020,Manual,"10,477",3rd,Petrol,"68,699",426/month,Zero downpayment,Gurgaon,Haryana
2211,Maruti Baleno,Maruti,DELTA DDIS 190 ,2016,Manual,"55,334",1st,Diesel,"41,199",039/month,Zero downpayment,Gurgaon,Haryana
2212,Hyundai Elite i20,Hyundai,STA 1.4 CRDI ,2014,Manual,"67,588",1st,Diesel,"54,899",119/month,Zero downpayment,Gurgaon,Haryana
2213,Hyundai Elite i20,Hyundai,SPORTZ 1.4 ,2016,Manual,"1,06,166",1st,Diesel,"87,099",835/month,Zero downpayment,Gurgaon,Haryana
2214,Mahindra XUV500,Mahindra,W6 4X2 ,2014,Manual,"1,66,990",1st,Diesel,"23,699",649/month,Zero downpayment,Gurgaon,Haryana
2215,Maruti Dzire,Maruti,VDI AMT ,2017,Automatic,"34,349",2nd,Diesel,"87,999",080/month,Zero downpayment,Gurgaon,Haryana
2216,Maruti Dzire,Maruti,VXI ,2018,Manual,"34,025",2nd,Petrol,"77,299",842/month,Zero downpayment,Gurgaon,Haryana
2217,Maruti Ertiga,Maruti,VDI ABS ,2013,Manual,"1,12,745",1st,Diesel,"59,999",232/month,Zero downpayment,Gurgaon,Haryana
2218,Maruti Ertiga,Maruti,VDI ABS ,2014,Manual,"64,013",1st,Diesel,"91,299",929/month,Zero downpayment,Gurgaon,Haryana
2219,Maruti Baleno,Maruti,SIGMA 1.2 K12 ,2016,Manual,"17,551",1st,Petrol,"97,499",067/month,Zero downpayment,Gurgaon,Haryana
2220,Hyundai Elite i20,Hyundai,GNA 1.4 CRDI ,2014,Manual,"57,615",1st,Diesel,"10,399",129/month,Zero downpayment,Gurgaon,Haryana
2221,Hyundai Elite i20,Hyundai,GNA 1.2 ,2016,Manual,"37,628",1st,Petrol,"25,399",687/month,Zero downpayment,Gurgaon,Haryana
2222,Toyota Innova,Toyota,2.5 GX 8 STR BS IV ,2013,Manual,"63,747",1st,Diesel,"10,199",798/month,Zero downpayment,Gurgaon,Haryana
2223,Ford Ecosport,Ford,1.5 TITANIUMTDCI OPT ,2013,Manual,"75,806",1st,Diesel,"72,399",508/month,Zero downpayment,Gurgaon,Haryana
2224,Hyundai Elite i20,Hyundai,GNA 1.4 CRDI ,2015,Manual,"52,987",2nd,Diesel,"46,699",937/month,Zero downpayment,Gurgaon,Haryana
2225,Maruti Vitara Brezza,Maruti,ZDI PLUS ,2016,Manual,"1,51,704",1st,Diesel,"34,199",107/month,Zero downpayment,Gurgaon,Haryana
2226,Maruti Vitara Brezza,Maruti,VDI OPT ,2016,Manual,"59,773",1st,Diesel,"53,699",541/month,Zero downpayment,Gurgaon,Haryana
2227,Maruti Vitara Brezza,Maruti,LDI ,2017,Manual,"53,153",1st,Diesel,"29,199",996/month,Zero downpayment,Gurgaon,Haryana
2228,Tata NEXON,Tata,XZA+ 1.5 ,2019,Automatic,"24,311",1st,Diesel,"75,499",475/month,Zero downpayment,Gurgaon,Haryana
2229,Maruti Vitara Brezza,Maruti,VDI ,2016,Manual,"79,226",2nd,Diesel,"25,999",925/month,Zero downpayment,Gurgaon,Haryana
2230,Maruti Vitara Brezza,Maruti,VDI OPT ,2017,Manual,"35,231",1st,Diesel,"60,099",684/month,Zero downpayment,Gurgaon,Haryana
2231,Maruti Vitara Brezza,Maruti,ZDI PLUS DUAL TONE ,2016,Manual,"29,749",2nd,Diesel,"74,399",002/month,Zero downpayment,Gurgaon,Haryana
2232,Maruti Dzire,Maruti,VDI AMT ,2017,Automatic,"35,282",3rd,Diesel,"11,999",614/month,Zero downpayment,Gurgaon,Haryana
2233,Maruti Ertiga,Maruti,VDI SHVS ,2017,Manual,"16,930",1st,Diesel,"10,499",805/month,Zero downpayment,Gurgaon,Haryana
2234,Maruti Swift Dzire,Maruti,LDI BS IV ,2017,Manual,"51,316",2nd,Diesel,"88,699",871/month,Zero downpayment,Gurgaon,Haryana
2235,Honda Civic,Honda,VX CVT i-VTEC ,2019,Automatic,"15,416",1st,Petrol,",12,199",862/month,Zero downpayment,Gurgaon,Haryana
2236,Toyota Innova Crysta,Toyota,2.8 GX AT 7 STR ,2019,Automatic,"31,813",1st,Diesel,",13,899",125/month,Zero downpayment,Gurgaon,Haryana
2237,Honda Amaze,Honda,1.5 SMT I DTEC ,2013,Manual,"72,572",1st,Diesel,"26,099",254/month,Zero downpayment,Gurgaon,Haryana
2238,Maruti Vitara Brezza,Maruti,VDI ,2017,Manual,"51,995",2nd,Diesel,"87,299",289/month,Zero downpayment,Gurgaon,Haryana
2239,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,"55,935",1st,Petrol,"35,399",910/month,Zero downpayment,Gurgaon,Haryana
2240,Maruti IGNIS,Maruti,ZETA 1.2 K12 ,2018,Manual,"29,026",1st,Petrol,"05,499",245/month,Zero downpayment,Gurgaon,Haryana
2241,Toyota Fortuner,Toyota,3.0 AT 4X2 ,2013,Automatic,"74,189",1st,Diesel,",92,899",760/month,Zero downpayment,Gurgaon,Haryana
2242,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2013,Manual,"31,505",1st,Petrol,"05,499",020/month,Zero downpayment,Gurgaon,Haryana
2243,Datsun Redi Go,Datsun, ,2019,Manual,"20,296",1st,Petrol,"78,499",195/month,Zero downpayment,Gurgaon,Haryana
2244,Maruti Vitara Brezza,Maruti,ZDI PLUS ,2016,Manual,"34,879",1st,Diesel,"10,299",800/month,Zero downpayment,Gurgaon,Haryana
2245,Honda Jazz,Honda,1.2 V AT ,2016,Automatic,"59,603",1st,Petrol,"07,199",282/month,Zero downpayment,Gurgaon,Haryana
2246,Hyundai Elite i20,Hyundai,gna Executive 1.2 ,2018,Manual,"81,387",1st,Petrol,"46,899",165/month,Zero downpayment,Gurgaon,Haryana
2247,Maruti Celerio,Maruti,VXI ,2014,Manual,"1,60,555",1st,Petrol,"03,899",760/month,Zero downpayment,Gurgaon,Haryana
2248,Mahindra XUV500,Mahindra,W10 FWD ,2016,Manual,"54,286",2nd,Diesel,"59,799",350/month,Zero downpayment,Gurgaon,Haryana
2249,Maruti Ciaz,Maruti,VDI+ SHVS ,2017,Manual,"82,599",1st,Diesel,"91,299",153/month,Zero downpayment,Gurgaon,Haryana
2250,Maruti IGNIS,Maruti,DELTA 1.2 K12 ,2018,Manual,"31,671",2nd,Petrol,"73,499",533/month,Zero downpayment,Gurgaon,Haryana
2251,KIA SELTOS,KIA,HTK 1.5 PETROL ,2019,Manual,"9,960",1st,Petrol,",51,499",390/month,Zero downpayment,Gurgaon,Haryana
2252,Maruti Vitara Brezza,Maruti,VDI ,2016,Manual,"70,746",1st,Diesel,"45,099",350/month,Zero downpayment,Gurgaon,Haryana
2253,Hyundai Elite i20,Hyundai,gna Executive 1.2 ,2018,Manual,"15,251",1st,Petrol,"46,899",165/month,Zero downpayment,Gurgaon,Haryana
2254,Maruti Celerio,Maruti,VXI ,2015,Manual,"26,166",1st,Petrol,"76,299",371/month,Zero downpayment,Gurgaon,Haryana
2255,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2016,Manual,"28,404",1st,Petrol,"54,399",332/month,Zero downpayment,Gurgaon,Haryana
2256,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2014,Manual,"62,610",1st,Diesel,"80,499",688/month,Zero downpayment,Gurgaon,Haryana
2257,Honda City,Honda,V MT PETROL ,2017,Manual,"24,546",1st,Petrol,"78,999",328/month,Zero downpayment,Gurgaon,Haryana
2258,Hyundai Verna,Hyundai,FLUIDIC 1.6 SX CRDI ,2013,Manual,"71,411",1st,Diesel,"38,299",750/month,Zero downpayment,Gurgaon,Haryana
2259,Hyundai VENUE,Hyundai,E MT 1.2  KAPPA ,2020,Manual,"8,032",1st,Petrol,"18,999",994/month,Zero downpayment,Gurgaon,Haryana
2260,Maruti Ertiga,Maruti,ZDI ,2014,Manual,"94,820",2nd,Diesel,"19,399",554/month,Zero downpayment,Gurgaon,Haryana
2261,Mercedes Benz E Class,Mercedes,E 220 CDI ELEGANCE ,2013,Automatic,"52,867",1st,Diesel,",65,699",155/month,Zero downpayment,Gurgaon,Haryana
2262,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,"49,147",2nd,Petrol,"98,799",096/month,Zero downpayment,Gurgaon,Haryana
2263,Hyundai Elite i20,Hyundai,SPORTZ 1.4 ,2017,Manual,"47,175",1st,Diesel,"70,799",697/month,Zero downpayment,Gurgaon,Haryana
2264,Hyundai Verna,Hyundai,1.6 SX VTVT (O) ,2017,Manual,"53,469",1st,Petrol,"23,599",321/month,Zero downpayment,Gurgaon,Haryana
2265,Maruti Ertiga,Maruti,ZDI ,2014,Manual,"93,340",2nd,Diesel,"28,799",763/month,Zero downpayment,Gurgaon,Haryana
2266,Maruti Ertiga,Maruti,ZDI ,2015,Manual,"58,043",1st,Diesel,"93,099",193/month,Zero downpayment,Gurgaon,Haryana
2267,Toyota Innova,Toyota,2.5 VX 7 STR BS IV ,2014,Manual,"1,10,827",1st,Diesel,"90,899",593/month,Zero downpayment,Gurgaon,Haryana
2268,Skoda Superb,Skoda,1.8 TSI LK AT ,2017,Automatic,"45,280",1st,Petrol,",24,599",812/month,Zero downpayment,Gurgaon,Haryana
2269,Maruti Ritz,Maruti,ZXI ,2010,Manual,"33,250",1st,Petrol,"61,799",824/month,Zero downpayment,Gurgaon,Haryana
2270,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,"41,557",1st,Petrol,"62,899",521/month,Zero downpayment,Gurgaon,Haryana
2271,Hyundai Creta,Hyundai,S PETROL MT ,2020,Manual,"9,118",1st,Petrol,",02,199",967/month,Zero downpayment,Gurgaon,Haryana
2272,Hyundai Verna,Hyundai,FLUIDIC 1.6 SX VTVT ,2014,Manual,"63,054",1st,Petrol,"39,199",994/month,Zero downpayment,Gurgaon,Haryana
2273,Maruti A Star,Maruti,VXI ,2009,Manual,"1,09,914",1st,Petrol,"75,699",908/month,Zero downpayment,Gurgaon,Haryana
2274,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2014,Manual,"58,341",1st,Petrol,"69,399",217/month,Zero downpayment,Gurgaon,Haryana
2275,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2014,Manual,"69,335",1st,Petrol,"73,999",319/month,Zero downpayment,Gurgaon,Haryana
2276,Hyundai Elite i20,Hyundai,1.2 MAGNA PLUS VTVT ,2019,,"35,042",1st,Petrol,"12,399",622/month,Zero downpayment,Gurgaon,Haryana
2277,Honda Jazz,Honda,1.2 V AT ,2015,Automatic,"34,295",1st,Petrol,"68,499",646/month,Zero downpayment,Gurgaon,Haryana
2278,Audi Q3,Audi,30 TDI MT S EDITION ,2015,Manual,"69,954",1st,Diesel,",94,699",024/month,Zero downpayment,Gurgaon,Haryana
2279,Hyundai Verna,Hyundai,FLUIDIC 1.6 CRDI SX OPT ,2013,Manual,"60,285",1st,Diesel,"71,099",479/month,Zero downpayment,Gurgaon,Haryana
2280,Hyundai Verna,Hyundai,FLUIDIC 1.6 SX CRDI ,2013,Manual,"50,432",1st,Diesel,"89,999",900/month,Zero downpayment,Gurgaon,Haryana
2281,Honda Jazz,Honda,1.2 V AT ,2015,Automatic,"67,358",2nd,Petrol,"31,799",830/month,Zero downpayment,Gurgaon,Haryana
2282,KIA SELTOS,KIA,HTK 1.5 PETROL ,2020,Manual,"5,822",2nd,Petrol,",75,599",926/month,Zero downpayment,Gurgaon,Haryana
2283,Maruti Ciaz,Maruti,ZDI+ SHVS RS MT ,2016,Manual,"42,426",1st,Diesel,"88,199",309/month,Zero downpayment,Gurgaon,Haryana
2284,KIA SELTOS,KIA,HTK 1.5 PETROL ,2020,Manual,"22,066",1st,Petrol,",33,599",216/month,Zero downpayment,Gurgaon,Haryana
2285,Maruti Ciaz,Maruti,VDI+ SHVS ,2017,Manual,"36,696",1st,Diesel,"01,699",609/month,Zero downpayment,Gurgaon,Haryana
2286,Hyundai Grand i10,Hyundai,GNA 1.1 CRDI ,2013,Manual,"81,873",1st,Diesel,"92,399",504/month,Zero downpayment,Gurgaon,Haryana
2287,Honda Jazz,Honda,1.2 S I VTEC ,2015,Manual,"44,142",1st,Petrol,"68,599",424/month,Zero downpayment,Gurgaon,Haryana
2288,Maruti Ertiga,Maruti,ZDI ,2015,Manual,"52,870",1st,Diesel,"25,899",923/month,Zero downpayment,Gurgaon,Haryana
2289,Toyota Fortuner,Toyota,3.0 MT 4X2 ,2013,Manual,"1,17,460",2nd,Diesel,",33,499",439/month,Zero downpayment,Gurgaon,Haryana
2290,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2017,Manual,"50,477",2nd,Diesel,"99,399",333/month,Zero downpayment,Gurgaon,Haryana
2291,Renault Duster,Renault,85 PS RXL ,2014,Manual,"51,727",1st,Diesel,"08,199",080/month,Zero downpayment,Gurgaon,Haryana
2292,Maruti Wagon R 1.0,Maruti,LXI ,2013,Manual,"1,51,452",1st,Petrol,"34,499",216/month,Zero downpayment,Gurgaon,Haryana
2293,Hyundai Creta,Hyundai,1.6 SX PLUS AUTO PETROL ,2017,Automatic,"28,597",1st,Petrol,",73,299",875/month,Zero downpayment,Gurgaon,Haryana
2294,Hyundai Grand i10,Hyundai,GNA 1.1 CRDI ,2015,Manual,"1,07,330",1st,Diesel,"28,999",318/month,Zero downpayment,Gurgaon,Haryana
2295,Mahindra XUV500,Mahindra,W10 ,2015,Manual,"44,571",2nd,Diesel,"03,099",089/month,Zero downpayment,Gurgaon,Haryana
2296,Renault Duster,Renault,85 PS RXL OPT ,2014,Manual,"61,943",1st,Diesel,"53,599",090/month,Zero downpayment,Gurgaon,Haryana
2297,Maruti Ciaz,Maruti,ZDI+ SHVS ,2016,Manual,"1,09,081",1st,Diesel,"67,399",621/month,Zero downpayment,Gurgaon,Haryana
2298,Toyota Corolla Altis,Toyota,D 4D J ,2014,Manual,"1,03,033",1st,Diesel,"51,999",503/month,Zero downpayment,Gurgaon,Haryana
2299,MG HECTOR,MG,SHARP HYBIRD PETROL MT ,2019,Manual,"8,683",1st,Petrol,",28,999",236/month,Zero downpayment,Gurgaon,Haryana
2300,MG HECTOR,MG,SHARP DCT PETROL ,2019,Automatic,"11,155",1st,Petrol,",43,399",781/month,Zero downpayment,Gurgaon,Haryana
2301,Hyundai Verna,Hyundai,FLUIDIC 1.6 SX CRDI ,2013,Manual,"82,659",1st,Diesel,"51,499",043/month,Zero downpayment,Gurgaon,Haryana
2302,Maruti Ritz,Maruti,VXI GENUS ,2010,Manual,"96,362",1st,Petrol,"34,499",216/month,Zero downpayment,Gurgaon,Haryana
2303,Hyundai Verna,Hyundai,1.6 CRDI SX ,2019,Manual,"43,932",1st,Diesel,",11,399",498/month,Zero downpayment,Gurgaon,Haryana
2304,Hyundai Verna,Hyundai,FLUIDIC 1.4 VTVT CX ,2014,Manual,"44,730",2nd,Petrol,"04,099",213/month,Zero downpayment,Gurgaon,Haryana
2305,Renault Kwid,Renault,RXT ,2017,Manual,"55,821",2nd,Petrol,"18,599",087/month,Zero downpayment,Gurgaon,Haryana
2306,Audi A6,Audi,35 TDI S LINE ,2015,Automatic,"38,870",2nd,Diesel,",60,899",619/month,Zero downpayment,Gurgaon,Haryana
2307,Toyota Etios,Toyota,CROSS 1.4 GD ,2015,Manual,"81,126",1st,Diesel,"15,199",236/month,Zero downpayment,Gurgaon,Haryana
2308,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2013,Manual,"47,439",1st,Petrol,"58,199",968/month,Zero downpayment,Gurgaon,Haryana
2309,Ford Ecosport,Ford,1.5AMBIENTE TI VCT ,2015,Manual,"23,803",1st,Petrol,"32,899",854/month,Zero downpayment,Gurgaon,Haryana
2310,Mahindra XUV500,Mahindra,W8 FWD ,2015,Manual,"93,626",1st,Diesel,"62,199",730/month,Zero downpayment,Gurgaon,Haryana
2311,Hyundai Verna,Hyundai,FLUIDIC 1.6 CRDI S (o) ,2015,Manual,"62,300",1st,Diesel,"16,499",714/month,Zero downpayment,Gurgaon,Haryana
2312,Ford Ecosport,Ford,1.5 TITANIUM TI VCT AT ,2017,Automatic,"20,923",1st,Petrol,"69,799",124/month,Zero downpayment,Gurgaon,Haryana
2313,Toyota Innova,Toyota,2.5 VX 7 STR BS IV ,2014,Manual,"2,38,442",1st,Diesel,"72,199",177/month,Zero downpayment,Gurgaon,Haryana
2314,Hyundai Elite i20,Hyundai,STA 1.2 (O) ,2017,Manual,"46,042",1st,Petrol,"20,499",803/month,Zero downpayment,Gurgaon,Haryana
2315,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2017,Manual,"45,923",1st,Diesel,"48,499",426/month,Zero downpayment,Gurgaon,Haryana
2316,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2017,Manual,"46,036",1st,Diesel,"52,199",508/month,Zero downpayment,Gurgaon,Haryana
2317,Maruti S Cross,Maruti,DELTA SHVS ,2018,Manual,"24,516",2nd,Diesel,"69,299",113/month,Zero downpayment,Gurgaon,Haryana
2318,Toyota Etios Liva,Toyota,G ,2012,Manual,"44,162",2nd,Petrol,"01,599",709/month,Zero downpayment,Gurgaon,Haryana
2319,Toyota Etios,Toyota,CROSS  VD ,2015,Manual,"29,387",1st,Diesel,"90,199",904/month,Zero downpayment,Gurgaon,Haryana
2320,Renault Duster,Renault,RXL 110 PS ADVENTURE ,2014,Manual,"74,222",1st,Diesel,"51,399",041/month,Zero downpayment,Gurgaon,Haryana
2321,Tata Tiago,Tata,XE 1.2 REVOTRON ,2018,Manual,"13,122",1st,Petrol,"14,399",218/month,Zero downpayment,Gurgaon,Haryana
2322,Hyundai Eon,Hyundai,D LITE PLUS ,2012,Manual,"32,551",1st,Petrol,"35,599",241/month,Zero downpayment,Gurgaon,Haryana
2323,Hyundai Creta,Hyundai,1.6 SX CRDI ,2018,Manual,"52,513",1st,Diesel,"94,199",115/month,Zero downpayment,Gurgaon,Haryana
2324,Hyundai Elite i20,Hyundai,gna Executive 1.2 AT ,2018,,"9,707",1st,Petrol,"65,599",806/month,Zero downpayment,Gurgaon,Haryana
2325,Toyota Corolla Altis,Toyota,VL AT ,2016,Automatic,"1,37,038",1st,Petrol,"26,199",603/month,Zero downpayment,Gurgaon,Haryana
2326,Maruti S PRESSO,Maruti,VXI ,2020,Manual,"7,145",1st,Petrol,"55,499",132/month,Zero downpayment,Gurgaon,Haryana
2327,Maruti Ertiga,Maruti,VDI SHVS ,2017,Manual,"1,18,264",1st,Diesel,"32,399",067/month,Zero downpayment,Gurgaon,Haryana
2328,Maruti S PRESSO,Maruti,LXI ,2021,Manual,"1,253",1st,Petrol,"91,599",711/month,Zero downpayment,Gurgaon,Haryana
2329,Hyundai Creta,Hyundai,1.6 CRDI SX PLUS AUTO ,2018,Automatic,"45,875",1st,Diesel,",23,899",225/month,Zero downpayment,Gurgaon,Haryana
2330,Ford Ecosport,Ford,1.5 TREND TDCI ,2015,Manual,"43,310",1st,Diesel,"14,999",456/month,Zero downpayment,Gurgaon,Haryana
2331,Maruti Swift,Maruti,VDI ,2013,Manual,"78,932",2nd,Diesel,"20,499",129/month,Zero downpayment,Gurgaon,Haryana
2332,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2015,Manual,"69,440",1st,Diesel,"30,099",792/month,Zero downpayment,Gurgaon,Haryana
2333,Hyundai i10,Hyundai,ERA 1.1 IRDE ,2012,Manual,"81,629",1st,Petrol,"44,399",437/month,Zero downpayment,Gurgaon,Haryana
2334,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2018,Manual,"35,747",1st,Diesel,"08,899",994/month,Zero downpayment,Gurgaon,Haryana
2335,Volkswagen Polo,Volkswagen,GTI TSI AT ,2016,Automatic,"27,411",2nd,Petrol,"69,599",895/month,Zero downpayment,Gurgaon,Haryana
2336,Hyundai Creta,Hyundai,1.6 CRDI SX PLUS AUTO ,2018,Automatic,"27,232",1st,Diesel,",72,599",308/month,Zero downpayment,Gurgaon,Haryana
2337,Audi Q3,Audi,35 TDI Quattro ,2015,Automatic,"67,720",3rd,Diesel,",25,299",154/month,Zero downpayment,Gurgaon,Haryana
2338,Toyota Etios,Toyota,VD 1.4 ,2015,Manual,"64,019",1st,Diesel,"73,099",524/month,Zero downpayment,Gurgaon,Haryana
2339,Hyundai Elite i20,Hyundai,STA 1.2 ,2017,Manual,"34,850",1st,Petrol,"39,199",219/month,Zero downpayment,Gurgaon,Haryana
2340,Ford Ecosport,Ford,1.5 TITANIUM PLUS TI VCT AT ,2018,Automatic,"17,535",2nd,Petrol,"63,199",201/month,Zero downpayment,Gurgaon,Haryana
